daily_metrics_id,session_id,user_id,created_time,venue,TWD,TWS New (Deprecated),TWS New V3,TWS-,TWS+,sea_state,type_of_day,primaries,lowers,caps,board,bridle,outhaul,track,clew,tack_height,course_area,free_notes,conditions,current,vang,cunningham
3Tylwm8iT96tIX6o2QVEiA,1OLjqMUmQ3m7OFkk7XaRxQ,vlTNteyCRm6-hOs.YN5HeQ,"9/7/2025, 12:03:54 p. m.",Long Becah,SW 225º,DP 13-18,DP 12-18,,,swell,Open main with waves,"10,15,17","-4.5,-3.5,-3",-1,"1,2",4,1,4,top,1,Outside breakwater,"Sailed solo with looser lowers than previous day. This put us close to the regular tuning guide (12mm PB @22 tension) and the boat was much easier to sail on VMG. Big difference was the frequency that the boat picked up to +2 heel. The boat goes well when puff+lifts pick the boat up a bit, but nothing more.  
We tried top hole til proper mid teens yesterday with the tack at 0.5. No relevant boats to test with, but the sensation was balanced and we were able to reaccelerate the boat when needed.  

Messed around with tacking technique in the waves. Some attempts to cross the boat quick, like the gybes. ",,,,
ocrpX2F2Q7iM0.YB.heGEQ,2jcYTA8uRw-VnPQinwF8GQ,vlTNteyCRm6-hOs.YN5HeQ,"10/7/2025, 12:31:29 p. m.",Long Beach,SW 225º,DP 13-18,DP 12-18,,,swell,Wavy open main… strong at end,"10,15,18","-5,-4",-1,"1,3",4,1,4,"middle,top","1.5,0",505,"Tack technique, can exit normal and then shoot back 
Important comms in limit upwind mode from me to Nev on when to press (area to work! Simple words)
Cunningham for DW (5 on the marks got good reviews today)

5 on Cunningham dw",,,,
oaOlahPUT0y7Zx9XPoKXIg,YzynvAs2QJihivBZzp.EPw,vlTNteyCRm6-hOs.YN5HeQ,"11/7/2025, 12:45:39 p. m.",Long Beach,SW 225º,"DT 4-8,FP 9-12","DT 5-8,FP 9-11",,,swell,"Wavy, 4ft tight main… but limit","0,2,5","-2,-1.5,0","-1,0","0,1",4,"1,2",3,top,"+5,4",505/outside breakwater ,"Lighter than previous days, never getting to open main. Working on platform stability. Don’t have the exact wave heading, but felt like port was closer to perpendicular vs starboard. If we get a similar day, I would like to push on helping call a “no higher” and also my body and mainsheet coordination, with both of those finally linked to Nev and I’s coordination. Once we have the speed up, main can be static, but I think there is some fine trimming moments on the acceleration that will help squirt the boat forward. Critical for the rudder to not go light when these eases occur, but the pressure releases a little. On the sail set up, I propose we maintain an open head with the ability to grind it into straight via the main. That has worked well for moi in the past. I might have needed to raise the bridle to 3 and am open to adjusting the combo for the bottom panel, since it was very deep.  

DW, kite can be quicker to switch and hopefully help us accelerate sooner. We seem dynamic with the bodies, which is great! I might have been a bit too far back in some moments DW… will workshop. ",,,,
zaNmBp38SaKvVGfb4nUIZg,YzynvAs2QJihivBZzp.EPw,vlTNteyCRm6-hOs.YN5HeQ,"12/7/2025, 1:08:34 p. m.",Long Beach ,S 180º,DT 4-8,DT 5-8,,,chop,unstable ocean,0,"-8,-6,-2","0,0.5",0,"0,1","0,1",3,top,"4.5,4,3",Outside oil rig,"Tight battens: would like to try in 9-11, thinking specifically in a condition where twisting off the head is less critical to the re acceleration cycle. 

Good gains respecting the current in the last few races. 

Some more technique to wring out upwind waves. Coordination with mainsheet and shoulders will help counteract the wave. I need to be a little more dynamic from the front end with my shoulders.   ","One side favored,Unstable sea breeze (open)",Strong current from San Pedro,,
znOPWCHpSmGjxrlDLLakJQ,XWhFgD0LTna1bewLont3ig,sIY5BybFSMa.UrJYdtwAbQ,"13/7/2025, 3:41:06 a. m.",Long Beach,SW 225º,DT 4-8,DT 5-8,,,swell,,0,"-6,-2","0,0.5",0,0,1,3,top,4.5,Seal Beach,"We felt haply to use base -2 in the lowers for 5 to 7knts

",One side favored,SW current,0,0
muv2aj.gSfypEOjzauoeDA,aV.2H7zFT.OtZh1-JjqloQ,sIY5BybFSMa.UrJYdtwAbQ,"15/7/2025, 2:13:51 a. m.",,,,,,,,,,,,,,,,,,,"Nev was proposing to deepower a bit more earlier in our tuning guide
So more turns on a bit earlier
",,,,
i7CF1WunS0OM4mB4qrxABw,ipwkoz6zRhys9atSNmMh0w,sIY5BybFSMa.UrJYdtwAbQ,"15/7/2025, 11:30:39 p. m.",,,,,,,,,,,,,,,,,,,"Feels like the jib we used (the one from Palma) has lots of return up on the leech
Tryed to trim it very loose on the leech to help it twist but doesn’t look that good",,,,
TvUqEbhCRJyH7oL5CP8lJw,kLclZgwPQ1m8WDCiBEzZEg,sIY5BybFSMa.UrJYdtwAbQ,"18/7/2025, 8:24:28 p. m.",ABYC,SW 225º,FP 9-12,FP 9-11,,,chop,4ft tight main to open main.  ,"0,10","-2,0","-0.5,0",0,4,"1,2","3,4",top,"4.5,2.5,2",Alamitos,"Next time we can try asymmetric caps
Maybe base on stb and -0.5 on port
Maybe car 3 on stb 

Port: upwind surfing
Stb: side swell from leeward, still brainstorming but usually best to not drive too high when boat loads. Instead accelerate. This needs to be coordinated with the main and tuning… ",,,"4,5","4,3"
cSJF0iHVQZWjKjyPXuiS.Q,vEJo-kl0RWyUKa9n3zsHxQ,vlTNteyCRm6-hOs.YN5HeQ,"19/7/2025, 11:15:05 a. m.",Long Beach,SW 225º,DP 13-18,DP 12-18,,,chop,open main to strong… can be depowered on sails ,"16,18","-5,-3.5",-1,"1,2",4,"0,1",4,top,1.5,Alamitos,"DW: toggle trap height and pacing with the “handbrake” in tricky conditions.
",Unstable sea breeze (open),Minimal drift…,,
GUPxfcuhRWuh76ExPoRbHg,1eXg69q8SZKFxLm0Smf6Rw,sIY5BybFSMa.UrJYdtwAbQ,"19/7/2025, 10:31:33 p. m.",,"S 180º,SW 225º",DT 4-8,DT 5-8,,,"flat,chop",Speed and tactics getting to close to the top mark,,-2,,,,,,top,+5,Inside the break water,,"Side favored and winning lanes,Unstable sea breeze (open)",,,
Ek53.J6eQXaKygPYwzqUqQ,e6yKZcIgS0ebZq2dYUGs1Q,vlTNteyCRm6-hOs.YN5HeQ,"25/7/2025, 10:20:13 p. m.",LA,SW 225º,DP 13-18,DP 12-18,,,swell,"Open main, ease grip on starboard laylines ",17,-5,-1,3,4,1,4,top,"4.5,2",breakwater outside ,"Will try different cap pins from tack to tack 
Technique from port to starboard w/chop on starboard bow. ",One side favored,Current pushing downwind ,,
7Hzzi-PHSa6XhhooZ0Axpg,HVudr28vS1-IYYi..rhGvQ,vlTNteyCRm6-hOs.YN5HeQ,"27/7/2025, 1:10:37 p. m.",LA,"SW 225º,W 270º",DP 13-18,DP 12-18,,,chop,"Chop on bow starboard, surfing port UW","17,21","-4,-3","1,1.5",3,4,"1,2","4,5",top,"-2,-4",Outside breakwater,AUT style is very light rudder helm with active mainsail. Their main focus is about accelerating in the pressure. We made an effort to handle the puffs on starboard with an intention to keep the platform extremely flat. This was partially accomplished with quicker main eases on impact. ,,260*/1.7knots ,,
358Zhp5TRwSvYENOSqnLvg,sNHXVvGpSWWxhUkRGjG2-Q,vlTNteyCRm6-hOs.YN5HeQ,"27/7/2025, 9:52:11 p. m.",LA,SW 225º,"FP 9-12,DP 13-18","FP 9-11,DP 12-18",,,swell,"4ft tight main with left skew waves, eventually puffs of open main and swell on the port bow. ","4,6,12","-1.5,0","0,1","0,1,3",4,"0,1","3,4","middle,top","2,0,-1,-2",San Pedro ,"Sensation on starboard was improved in the full press conditions, but the AUT were way off comfort so hard to judge. Big wander in the wind. Almost 20* further right at the top, if not 30*. Swell parallel to the shore is established in San Pedro as well. Lots of current changes around the harbor openings.  Very safety right inside for the 2 short laps. ",,"Lighter than yesterday, but dynamic.  Need to get numbers from Luca.  ",,
VwzU5-qkQH2R8mNLb69Rsw,9zUxRHDDRlWjsYj48SKEnA,vlTNteyCRm6-hOs.YN5HeQ,"28/7/2025, 11:44:18 p. m.",Long Beach ,"S 180º,SW 225º","DT 4-8,FP 9-12","DT 5-8,FP 9-11",,,swell,"Klaus mode and keel boat mode with swell, pressure and angle variable.  Some tests had changes of 15*","0,1","-5,0,1",0,0,4,"0,1",3,top,"3,2",Outside/San Pedro ,Tried +1 on lowers in 7-9 knots. We were able to pull vang to 3 without flattening the bottom panel. Nice to see this for potentially challenging conditions. Will have to double check if this maintained head control. ,,Luca… I will get better about this!,,
moCY9gwnSLm5yJAbu7nz2g,gJnpGlirQeCIPCDhtAeDpA,vlTNteyCRm6-hOs.YN5HeQ,"30/7/2025, 10:41:52 p. m.",Long Beach ,SW 225º,"FP 9-12,DP 13-18","FP 9-11,DP 12-18",,,chop,,,,,,,,,,,Outside breakwater til second entrance ,"Outhaul can be tighter once we choose Austrian mode 
Possibly quicker to depower the main on the whole and board up to accompany that? I think jib and board charts we need to keep working on. 

Technique tips: Ian needs to trim the boat to keep the boat unloaded consistently. The obvious here seems to be a quicker ease.    The Austrians go quite well and a major difference is the main trimming style. This should come together with a setup that is “easy” to sail (flat and twisty). One critical thing to figure out is what actually accelerated the boat in this mode? If the main is very twist there shouldn’t need to be a whole lot of mainsheet ease that leads to acceleration. The ease should keep the boat tracking correctly, so Ian needs to work on giving “pressing” calls before the boat actually slows down. Since the main is twisty, a small ease can accompany a rudder press and the boat should accelerate. If we are already on angle I would assume a jib reset when the puff comes on is a big tool to keep the boat tracking on the line.  ",,Lots of current due to Tsunami ,,
HcxjrzF4RuGxUYeRlp-Ipg,NQLuwpo-QteiYmLAikVfvA,vlTNteyCRm6-hOs.YN5HeQ,"31/7/2025, 11:32:07 p. m.",Long Beach,"S 180º,SW 225º","DT 4-8,FP 9-12","DT 5-8,FP 9-11",,,swell,"4ft open main, swell offset left. ","0,10","-2,1",1,"0,1",4,"1,2","3,4",top,"2.5,0,-1.5",Outside breakwater. ,To do: work on coordination when boat is out of tune to get the best out of the boat. ,,Strong and dynamic tide. ,,
f2kr2lS6QHeiocmNvHJ0vQ,MZkCH92oSZaQdLQQ1LBdRg,vlTNteyCRm6-hOs.YN5HeQ,"22/8/2025, 2:00:58 p. m.",,NE 45º,"OP 19-22,S +23","OP 19-23, S 24+",,,chop,Strong/survivor ,26,"-7,-6","-1,-0.5","4,5",4,"1,2",5,middle,"-4,-4.5",,"Goal: consistency of the VMG mode upwind. (Avoiding getting knocked off)
       Slow=slide
Try track 4…, with max jib low
Crucial to not follow the depower stabs with the main. As we know, the main does not need to move unless the angle is changing.  This conditions is mostly jib and rudder dependent. Crew needs to push on helpful comms regarding the breeze and helping to keep the bow near the VMG target 

Pre start: boat needs to accelerate before we do anything. Important to not relay too much on a tight jib. This can really fuck up the balance. 

Consider both to board during capsize and then move.  ",,,,
ErKwjpgFTXCnSLuhGKVb1w,Zzxh7POGRZ-fhYj-bh.qcQ,sIY5BybFSMa.UrJYdtwAbQ,"23/8/2025, 4:32:51 p. m.",Gorge ,E 90º,S +23,OP 19-23,,,flat,,"22,24","-5,-4",-1,4,4,1,"4,5",middle,"-3,-4",Cascade locks ,"Pre start maneuvering… ways to mitigate side slip.  Flow forward or backwards.  

Lean into Nev on straight line and bareaways downwind. 

Top 3 battens worked well with the Cunningham today.  ",,Downwind flow,4,1
5VevnEEpQSeMApBn3OE4DA,BplpC3HMS8y9nQKTnXTIag,sIY5BybFSMa.UrJYdtwAbQ,"24/8/2025, 7:10:16 p. m.",Gorge ,W 270º,"DT 4-8,FP 9-12","FP 9-11 ,DP 12-18",,,flat,,6,"-2,0",0,0,"2,3",1,3,top,"2,1.5,0",Cascade Locks ,,,Flowing upwind ,0,5
J7PhDj9wTwuPgZppH7rDZg,afVWVpxkQPu3ljeibGOu.Q,sIY5BybFSMa.UrJYdtwAbQ,"25/8/2025, 9:51:00 p. m.",,,FP 9-12,FP 9-11,,,flat,,,,,,,,,,,,,,,,
1BFxT26OSWSDWYg51Cupmw,z.VW9o48SX2KFjLaEzs6jg,vlTNteyCRm6-hOs.YN5HeQ,"10/9/2025, 2:08:03 p. m.",Cagliari ,"W 270º,NW 315º",,"ST 0-4,DT 5-8",,,flat,Shifty and patchy. Skipper could handle weight most of the day. ,"-2,0,6","-4,-2,0","-1,0",0,2,"0,2",3,top,"2,1.5,0",A,Sail test (M J 325),Offshore playing the shifts and gusts,Flow from ~350 (180* to the waves),,
3O0FWRzhRw2Tq1FBTrNLPw,G4RBTZd5T0eNKMUPiMSr7g,vlTNteyCRm6-hOs.YN5HeQ,"13/9/2025, 4:35:18 a. m.",Cagliari ,"N 0º,NW 315º",,"DT 5-8,FP 9-11,DP 12-18",,,chop,"Dirty, incomplete in the middle sometimes","10,15","-3,-2","0.5,1","1,2",3,1,4,top,"0,-0.5,-1",B ,"Flat at top mark, but choppy at bottom.  
325 suit looking good. Needs to be stitched. Edges were strong, but there was opportunity to slightly short tack sometimes. Pressure moving slower than previous day. ",,,,
bwMOuWYDRjS-r2S94gHy-w,LlkXOw8uRWG-xTIAILGkbw,vlTNteyCRm6-hOs.YN5HeQ,"13/9/2025, 2:14:14 p. m.",Cagliari ,S 180º,,"DT 5-8,FP 9-11",,,chop,,"0,2,6,8","-2,-1.5,-1,0","0,0.5","0,1",4,"1,2","3,4",top,"1,0,-0.5,-1.5",N/A,"Starboard run Cunningham and apparent wind comms/driving.  
    -critical focus is on leech telltales and the colored jib telltale. 

DW 
Hans mode DW
0 on vang with tight sheet was very effective through the waves.  ",,,,
0qu3ngNTQ8mnP3XvXpwWLQ,S4SO9qRNTLaoZKmvfTt-gA,pOIJawgCRnSTct2LpGPoig,"15/9/2025, 7:11:00 a. m.",,,,,,,,Chop and 5-8kts,0,0,0,,,,,top,,,,One side favored,,,
Vpxp.EEnSHOKqjLJXXuPyg,YjhgSAkVTseV5syNPtfD9Q,sIY5BybFSMa.UrJYdtwAbQ,"15/9/2025, 5:38:08 p. m.",,SW 225º,,FP 9-11,,,chop,,7,-1.5,0,1,,,,top,,,"Toggle up in the trap so we have an easier way to drive the boat with the chop and being able to play a bit more with the bow 

Not pulling the jib so hard seemed to be good",Unstable sea breeze (open),,,
jJAdVffQSUCk-OuRNPoy7w,iM4t5cITSEOemR5mNHKJgQ,vlTNteyCRm6-hOs.YN5HeQ,"18/9/2025, 4:01:11 a. m.",Cagliari ,NW 315º,,"DP 12-18,OP 19-23",,,flat,,"20,22,24","-5,-3","-0.5,0.5","2,3",4,"1,2","4,5",middle,"-1,-1.5",B,"Track 5 and cap -0.5 down were the critical changes in the 18knots and up. Cap gives lots of stability and in +20, stability is one of the big factors of upwind speed.  ",Offshore corners,,,
Yfvd.yu-TZ2b1X1nW4L6CQ,sz4bd3UgSqGilkg1lTDXBQ,vlTNteyCRm6-hOs.YN5HeQ,"19/9/2025, 2:49:26 a. m.",Cagliari ,,,DT 5-8,,,flat,,"0,1",0,0,0,3,1,3,top,1,,Playing with apparent wind on the DW. Need to work on my transition from the hull to the wire. Speed differences require a good amount of intensity! ,,,,
fkXBFMuIQW2Tw4W70h9EMw,6bdS1sOWTsWYtPUgVV.pqQ,vlTNteyCRm6-hOs.YN5HeQ,"29/9/2025, 2:14:33 p. m.",Cagliari ,S 180º,,"DT 5-8,FP 9-11 ",,,flat,,"0,5",-1,0,0,3,1,"3,4",top,"1,0,5,0",A,"“Apparent wind” mode and gybes on DW.  
We were very efficient with our exit angle on the gybes, which helped us keep the platform flat and hook up quickly. Workshopping a bit the lulls to see if we need to speed the turn up or trail the turn slightly with the bodies. 

Critical to “accelerate on the line” 

Reminder on flat water tuning/mode options.  ",,,,
F6ES3m.DS021fY7qnnWkdA,a.oZPUrxNTs-oi8UiApWn0Q,vlTNteyCRm6-hOs.YN5HeQ,"1/10/2025, 1:03:37 p. m.",,S 180º,,"DT 5-8,FP 9-11 ",,,chop,,0,-1,0,0,3,2,3,top,1,,"Situation on port with Oman R3

DW, consider the larger strategic picture out of corners. Especially on a day like today where being on VMG can be huge, keep the boat rumbling if fact checking agrees. ",,,,
8GOLv3KFRvC8hZuv46U-CQ,5.EokoWcQUC2bF6rw9krzQ,vlTNteyCRm6-hOs.YN5HeQ,"1/10/2025, 1:06:13 p. m.",,NW 315º,,DP 12-18,,,flat,,"11,15,16","-4,-3.5,-3","-0.5,0.5","1,2,3",4,2,4,top,-3,,,Offshore corners,,,
b6ReQTnfRaaoaa5.uH2LVw,AecNB-mhRDynhDliEJvZGA,vlTNteyCRm6-hOs.YN5HeQ,"2/10/2025, 1:00:00 p. m.",Cagliari,NW 315º,,DP 12-18,,,chop,,"11,14",-3,0,2,4,2,4,middle,"1,0",A?,"Did a good job using waves to cross the course during lull sections UW. 
Comms on crosses can happen earlier and the big upgrade I need to make is utilizing “stronger” and “weaker” to describe the cross.  

Miss on r1 regarding start safety. Low intensity from me on that. 

Good comms from Nev regarding battle with Belgium. No notes. Bad reaction from me to good comms.  ",Offshore playing the shifts and gusts,,,
TGGjIm72TxSGmA8tSQwnlw,xvPowS6PSLGjXbWrlDJXag,sIY5BybFSMa.UrJYdtwAbQ,"6/10/2025, 4:55:42 p. m.",,NW 315º,,,,,,,,,,,,,,,,,,Offshore playing the shifts and gusts,,,
h0NUyzV0SleVZ.AOFSPv5w,IAgS.KhDRYO-ahvfvaBhSA,vlTNteyCRm6-hOs.YN5HeQ,"7/10/2025, 4:41:33 p. m.",Cagliari ,S 180º,,"FP 9-11 ,DP 12-18",,,chop,,"4,6,10","-2,-1",0,"0,1,2",3,2,"3,4",top,"0,-0.5",B ,"perpendicular port, 45* starboard UW 
Can try asymmetric set ups, with more twisty main and powerful bottom of jib on port.  

Double tack in pre start 16-20 seconds to go. 
10-25 seconds is a critical moment.  ",,,,
p5CGTNptSbaVNvhdMn-0bg,8D3IpYvgSzOojIw5JMixtg,vlTNteyCRm6-hOs.YN5HeQ,"9/10/2025, 1:57:31 p. m.",Cagliari ,SW 225º,,"DT 5-8,FP 9-11 ",,,flat,,"1,3,8","-2,-0.5,0","-1,0","0,1","0,2","1,2","3,4",top,"1.5,0,5,0",A,"Full press technique, utilize the knuckle out in pressure to then build.  

Comms, comms, comms to keep the day mellow and out develop the fleet. ",,,,
jmIyPBsGScS37k71mMPAdg,HaEgJvF.RjCXq-HAtWOIvQ,vlTNteyCRm6-hOs.YN5HeQ,"10/10/2025, 4:10:05 p. m.",Cagliari ,"NE 45º,SE 135º",,"ST 0-4,DP 12-18",,,chop,,"1,12,15","-2,-1,0",0,"0,2","2,4",2,"3,4",top,"1.5,-1.5",A,New base with cap at 18 ,,,,
MYkdLPAnQNCaT0UXnbOVsA,bnQ7ZNYjSvaEBGqz83veNA,sIY5BybFSMa.UrJYdtwAbQ,"21/10/2025, 9:05:08 a. m.",,,,DT 5-8,,,flat,,"0,1",0,0,0,3,1,3,top,,,Playing with apparent wind on the DW. Need to work on my transition from the hull to the wire. Speed differences require a good amount of intensity!,,,,
8GcxNoxJT3-3j1AUu5gBVA,J-AK6DMKQjC9qO0BjU7TXw,sIY5BybFSMa.UrJYdtwAbQ,"21/10/2025, 9:15:29 a. m.",Cagliari,NW 315º,,"DP 12-18,OP 19-23",,,flat,,"20,22,24","-5,-3","-0.5,0.5","2,3",4,"1,2","4,5",middle,"-1,-1.5",B,"Track 5 and cap -0.5 down were the critical changes in the 18knots and up. Cap gives lots of stability and in +20, stability is one of the big factors of upwind speed.  ",Offshore corners,,,
6.PXJjzBQF2Jm4-lvEMbGQ,jZJl5kumQZCPKxTStYPsfg,sIY5BybFSMa.UrJYdtwAbQ,"26/11/2025, 11:05:18 a. m.",,SE 135º,,DP 12-18,,,,,14,-3,0,1,,,4,,,,,,,,
bsjQTnn8RsG0jjmXbX0ROQ,xvPowS6PSLGjXbWrlDJXag,vlTNteyCRm6-hOs.YN5HeQ,"3/1/2026, 7:50:06 p. m.",San Isidro ,"S 180º,SW 225º",,FP 9-11 ,,,flat,Unstable/high frequency shifts,8,-2,0,0,4,,"3,4",top,,,"Consider using Cunningham to cover off both sides of the big shifts.  (Big ease and big trim to match breeze) 
80/20 head out 
Hard to keep the kite pulling on the DW’s in the light moments or the lifts. Moments for big eases are great with lifts and puffs. ",Offshore playing the shifts and gusts,Very strong south to north ,,
HSNToDAZTsGcynA8JVAnXg,2OQrq0QxSbyrIIe-zZVNYw,sIY5BybFSMa.UrJYdtwAbQ,"3/1/2026, 10:30:07 p. m.",,SW 225º,,FP 9-11 ,,,flat,,,,,,,,,,,,Controls anticipation was key!,Offshore playing the shifts and gusts,,,
ZoPI0KkJRJ-KTBe1zb2wcQ,KfuiLI-rRZmhECiOk9m-Sg,sIY5BybFSMa.UrJYdtwAbQ,"5/1/2026, 8:53:57 p. m.",,"E 90º,SE 135º",,"DT 5-8,FP 9-11 ",,,,,,,,,,,,,,,,,,,
PSEdypaTQO-d4y4zq01shQ,y4Yr2pWLSry8UHoIMt8VzA,sIY5BybFSMa.UrJYdtwAbQ,"5/1/2026, 8:54:09 p. m.",,,,DT 5-8,,,,,,,,,,,,,,,,,,,
746jHWd8Q4GqaZFmAmZvUA,YtZH88lFTDWkVB8Qt2CfFQ,sIY5BybFSMa.UrJYdtwAbQ,"5/1/2026, 8:55:43 p. m.",,,,"DT 5-8,FP 9-11 ",,,,,,,,,,,,,,,,Offshore playing the shifts and gusts,,,
3HpyTYhCSH65.SeRCP-hqA,QOHLNGXDQ9Wj5YEPjzNPEg,sIY5BybFSMa.UrJYdtwAbQ,"7/1/2026, 12:54:38 p. m.",,NE 45º,,DP 12-18,,,chop,,,,,,,,,,,,,,,,
0lotzWHMSkGxKm-Dp-.jng,mBdKBEpKSD6Y2Bpt.RH3Ew,sIY5BybFSMa.UrJYdtwAbQ,"8/1/2026, 2:57:43 p. m.",,E 90º,,"DP 12-18,OP 19-23",,,,,,,,,,,,,,,,,,,
3Dt.Fj4fTeeo86SweDTAhw,HQrAY26TQHKdVESqEkf3LA,sIY5BybFSMa.UrJYdtwAbQ,"8/1/2026, 3:02:07 p. m.",,NE 45º,,DP 12-18,,,chop,,,,,,,,,,,,,,,,
bSzEkSFnRFKICiquQh-hng,so9DBkENTuCzg7E1IamZJg,sIY5BybFSMa.UrJYdtwAbQ,"9/1/2026, 10:20:23 p. m.",,SE 135º,,"OP 19-23,S 24+",,,,,,,,,,,,,,,,,,,
G9Cj6P-aSJq7t843HSR5rg,6fsuYAU4RdyCG4n9t6KuNg,vlTNteyCRm6-hOs.YN5HeQ,"22/1/2026, 4:26:12 p. m.",Torbay,W 270º,,"OP 19-23,S 24+",,,flat,Strong to survivor ,24,-5,-1,4,4,2,5,middle,0,,"Blew up kite so only 2 sail DW 
Comms upwind pressure first. 
Active comms into bareaway when survivor as moments are rare.  ",Offshore playing the shifts and gusts,,,
K-jL3b1ESN2i79p.CLAqWA,EeprQg6xRluXYvgfrD7ASg,vlTNteyCRm6-hOs.YN5HeQ,"23/1/2026, 5:08:33 p. m.",AKL,W 270º,,"DP 12-18,OP 19-23",,,flat,Unstable high frequency shifts,"18,24","-4.5,-4","-1,0","3,5",4,2,5,middle,,Torbay,,Offshore playing the shifts and gusts,,,
STINWGfuRlutLJTD-9LL0g,EeprQg6xRluXYvgfrD7ASg,vlTNteyCRm6-hOs.YN5HeQ,"26/1/2026, 3:55:37 a. m.",AKL,SW 225º,,DP 12-18,,,flat,Dirty offshore ,"16,18","-4,-3",0,"1,3",4,1,4,"middle,top","3,1.5",Torbay ,"TOD, possibly need to cross when we can.  
Comms regarding when the main is bubbling and how we can trim the job relative to that. 

Extra: tack exit comms, able to adapt the mainsheet for the exits as needed.  “quick hook up” or “light out” (not picky on the words)",Offshore playing the shifts and gusts,,,
OxT.1bz3SIybHyIgV9czsg,Hv0ztBoDS1OPCWyzm3rENw,sIY5BybFSMa.UrJYdtwAbQ,"26/1/2026, 6:41:46 p. m.",,SW 225º,,DP 12-18,,,chop,Offshore,,,,,,,,,,,We tryed the mast a bit straighter at the end,Offshore playing the shifts and gusts,,,
rURZZvGfSre5epNOMyzhCA,57kvas1DThG4Nsu-xl0q2Q,vlTNteyCRm6-hOs.YN5HeQ,"27/1/2026, 1:35:44 a. m.",AKL,SW 225º,,"DT 5-8,FP 9-11 ",,,flat,,"0,1","-2,0",0,0,0,0,3,top,0,Torbay B,"Some moments to sail 0 to +1 on the upwind.  
R3, poor start comm from me re:ducking boats

How to be the snake…",Offshore corners,,,
Q9wspA1VQe-apE.oJiW-KA,aWcFrsQCRiyFavQQbiUHOQ,sIY5BybFSMa.UrJYdtwAbQ,"28/1/2026, 2:06:48 a. m.",AKL,NE 45º,,"DT 5-8,FP 9-11 ",,,flat,2ft…4ft tight main… open main ,"0,5","-1.5,-0.5,0",0,"0,1","1,2","0,1",3,top,,B torbay,"Twisty jib helps on holding good power on the main and easier boat to get on breathing after transitions


",,"Yes, but didn’t get a reading","1,4",5
BFgE1bsrSb2HyyPB.R-Dtw,a4wcPsxpT2GH.Wf.8mG-KQ,vlTNteyCRm6-hOs.YN5HeQ,"29/1/2026, 12:11:06 a. m.",AKL,NE 45º,,DT 5-8,,,flat,2ft ,0,"-1,-0.5","0,0.5",0,0,"0,1",3,top,,Torbay A ,"Outhaul could have been 2 
+0.5 in the cap was good. Can try 0.5 more
Jib a bit more powerful worked well",,040* ,,
QQ1QG8cnT.ylq8k7Hil0.g,o0CJ8alxQyugRD5P4u.U9A,vlTNteyCRm6-hOs.YN5HeQ,"30/1/2026, 12:13:09 a. m.",,"E 90º,SE 135º",,DT 5-8,,,flat,4ft tight main,"0,2","-1,0","-1,0",0,"1,2","1,2",3,top,,,"Add turns to top 3 battens 

Kiwis still running middle hole and high…

Potential mode, kiss of vang, less trap and a touch of leeward heel… expand with boys ",Unstable sea breeze (open),,,
gi0w8ABWTFOk60OIGeL61Q,jw.VNAl4Q3abd49CX1hxSw,vlTNteyCRm6-hOs.YN5HeQ,"31/1/2026, 3:58:40 a. m.",AKL,NE 45º,,DT 5-8,,,chop,2ft… 4ft tight main if solid ,0,"-1,-0.5,0",0,0,2,1,3,"middle,top",,Torbay course A,,Unstable sea breeze (open),N/A,,
6DNqoUF5Su6jp2xduVTY-g,jw.VNAl4Q3abd49CX1hxSw,vlTNteyCRm6-hOs.YN5HeQ,"1/2/2026, 2:23:26 a. m.",AKL,"NE 45º,E 90º,SE 135º",,DT 5-8,,,flat,0-2ft,"0,1",-3,"-0.5,0",0,1,1,3,top,,A,,"One side favored,Unstable sea breeze (open)",South to north?,,
GdflMZa7Qiq.AYRDZe2hLQ,a-UdlFimpRxm1ZkUgIP.6iw,sIY5BybFSMa.UrJYdtwAbQ,"2/2/2026, 7:28:01 p. m.",,,,,,,,,,,,,,,,,,,"In 5 to 7 knts, try a flatter main. Maybe 2cm pre end and keep the tensions

When the boat is in numbers, try the pitch a bit aft (UW and DW)

In the accelerations, hit a bit more being hooked and when the boat is getting flatter, trim the main hard

The default in the heel, is allways nev to come first in
",,,,
hv6RwCQlSZ-x1jQjzQCeQA,a.LY6KBF-SgGQEAPtb9Ajbw,sIY5BybFSMa.UrJYdtwAbQ,"2/2/2026, 11:41:55 p. m.",,W 270º,,"DP 12-18,OP 19-23",,,flat,,,,,,,,,,,,,Offshore playing the shifts and gusts,,,
iglsAAfPRr6JIzbzHCwZ2Q,fQ3yMmH-ReuoegeHkR8kaw,sIY5BybFSMa.UrJYdtwAbQ,"5/2/2026, 6:57:05 a. m.",,N 0º,,ST 0-4,,,flat,,3,-8,0.5,,,,,middle,,,Trying flatter sails,Unstable sea breeze (open),,,
4GPDzU5FTxWPvBZQLgRqUw,AsKwtC7bRLuLa4jb7N9zcA,vlTNteyCRm6-hOs.YN5HeQ,"6/2/2026, 2:33:46 a. m.",AKL,SW 225º,,"FP 9-11 ,DP 12-18",,,chop,Open main ,"8,9,12","-3,-2.5","0.5,1",2,4,"0,1",4,top,,Torbay B,,Offshore playing the shifts and gusts,~190*,,
